64	He alone appointed and dismissed the chancellor (so in practice the emperor ruled the empire through the chancellor), was supreme commander-in-chief of the armed forces, and final arbiter of all foreign affairs, and could also disband the Reichstag to call for new elections.
65	Officially, the chancellor was a one-man cabinet and was responsible for the conduct of all state affairs; in practice, the State Secretaries (bureaucratic top officials in charge of such fields as finance, war, foreign affairs, etc.) acted as unofficial portfolio ministers.
66	The Reichstag had the power to pass, amend, or reject bills and to initiate legislation.
67	However, as mentioned above, in practice the real power was vested in the emperor, who exercised it through his chancellor.
68	Although nominally a federal empire and league of equals, in practice, the empire was dominated by the largest and most powerful state, Prussia.
69	Prussia stretched across the northern two-thirds of the new Reich and contained three-fifths of its population.
70	The imperial crown was hereditary in the ruling house of Prussia, the House of Hohenzollern.
71	With the exception of 1872–1873 and 1892–1894, the chancellor was always simultaneously the prime minister of Prussia.
72	With 17 out of 58 votes in the Bundesrat, Berlin needed only a few votes from the smaller states to exercise effective control.
73	The other states retained their own governments, but had only limited aspects of sovereignty.
74	For example, both postage stamps and currency were issued for the empire as a whole.
75	Coins through one mark were also minted in the name of the empire, while higher-valued pieces were issued by the states.
76	However, these larger gold and silver issues were virtually commemorative coins and had limited circulation.
77	While the states issued their own decorations and some had their own armies, the military forces of the smaller ones were put under Prussian control.
78	Those of the larger states, such as the Kingdoms of Bavaria and Saxony, were coordinated along Prussian principles and would in wartime be controlled by the federal government.
79	The evolution of the German Empire is somewhat in line with parallel developments in Italy, which became a united nation-state a decade earlier.
80	Some key elements of the German Empire's authoritarian political structure were also the basis for conservative modernization in Imperial Japan under Meiji and the preservation of an authoritarian political structure under the tsars in the Russian Empire.
81	One factor in the social anatomy of these governments was the retention of a very substantial share in political power by the landed elite, the Junkers, resulting from the absence of a revolutionary breakthrough by the peasants in combination with urban areas.
82	Although authoritarian in many respects, the empire had some democratic features.
83	Besides universal suffrage, it permitted the development of political parties.
84	Bismarck's intention was to create a constitutional façade which would mask the continuation of authoritarian policies.
85	In the process, he created a system with a serious flaw.
86	There was a significant disparity between the Prussian and German electoral systems.
87	Prussia used a highly restrictive three-class voting system in which the richest third of the population could choose 85% of the legislature, all but assuring a conservative majority.
88	As mentioned above, the king and (with two exceptions) the prime minister of Prussia were also the emperor and chancellor of the empire – meaning that the same rulers had to seek majorities from legislatures elected from completely different franchises.
89	Universal suffrage was significantly diluted by gross over-representation of rural areas from the 1890s onward.
90	By the turn of the century, the urban-rural population balance was completely reversed from 1871; more than two-thirds of the empire's people lived in cities and towns.
91	Bismarck eraOtto von Bismarck Bismarck's domestic policies played an important role in forging the authoritarian political culture of the Kaiserreich.
92	Less preoccupied by continental power politics following unification in 1871, Germany's semi-parliamentary government carried out a relatively smooth economic and political revolution from above that pushed them along the way towards becoming the world's leading industrial power of the time.
93	Bismarck's \\"revolutionary conservatism\\" was a conservative state-building strategy designed to make ordinary Germans—not just the Junker elite—more loyal to throne and empire.
94	According to Kees van Kersbergen and Barbara Vis, his strategy was:granting social rights to enhance the integration of a hierarchical society, to forge a bond between workers and the state so as to strengthen the latter, to maintain traditional relations of authority between social and status groups, and to provide a countervailing power against the modernist forces of liberalism and socialism.
95	He created the modern welfare state in Germany in the 1880s and enacted universal male suffrage in the new German Empire in 1871.
96	He became a great hero to German conservatives, who erected many monuments to his memory and tried to emulate his policies.
97	Foreign policyBismarck's post-1871 foreign policy was conservative and sought to preserve the balance of power in Europe.
98	British historian Eric Hobsbawm concludes that he \\"remained undisputed world champion at the game of multilateral diplomatic chess for almost twenty years after 1871, [devoting] himself exclusively, and successfully, to maintaining peace between the powers\\".
99	This was a departure from his adventurous foreign policy for Prussia, where he favored strength and expansion, punctuating this by saying \\"The great question of the age are not settled by speeches and majority votes - this was the error of 1848-49 - but by iron and blood.\\"
100	Bismarck's chief concern was that France would plot revenge after its defeat in the Franco-Prussian War.
101	As the French lacked the strength to defeat Germany by themselves, they sought an alliance with Russia, which would trap Germany between the two in a war (as would ultimately happen in 1914).
102	Bismarck wanted to prevent this at all costs and maintain friendly relations with the Russians, and thereby formed an alliance with them and Austria-Hungary, the Dreikaiserbund (League of Three Emperors) in 1881.
103	The alliance was further cemented by a separate non-aggression pact with Russia called Reinsurance Treaty, which was signed in 1887.
104	During this period, individuals within the German military were advocating a preemptive strike against Russia, but Bismarck knew that such ideas were foolhardy.
105	He once wrote that \\"the most brilliant victories would not avail against the Russian nation, because of its climate, its desert, and its frugality, and having but one frontier to defend\\", and because it would leave Germany with another bitter, resentful neighbour.
106	Meanwhile, the chancellor remained wary of any foreign policy developments that looked even remotely warlike.
107	In 1886, he moved to stop an attempted sale of horses to France on the grounds that they might be used for cavalry and also ordered an investigation into large Russian purchases of medicine from a German chemical works.
108	Bismarck stubbornly refused to listen to Georg Herbert zu Munster (ambassador to France), who reported back that the French were not seeking a revanchist war, and in fact were desperate for peace at all costs.
109	Bismarck and most of his contemporaries were conservative-minded and focused their foreign policy attention on Germany's neighbouring states.
110	In 1914, 60% of German foreign investment was in Europe, as opposed to just 5% of British investment.
111	Most of the money went to developing nations such as Russia that lacked the capital or technical knowledge to industrialize on their own.
112	The construction of the Baghdad Railway, financed by German banks, was designed to eventually connect Germany with the Turkish Empire and the Persian Gulf, but it also collided with British and Russian geopolitical interests.
113	Many consider Bismarck's foreign policy as a coherent system and partly responsible for the preservation of Europe's stability.
114	It was also marked by the need to balance circumspect defensiveness and the desire to be free from the constraints of its position as a major European power.
115	Unfortunately, Bismark's successors did not pursue his foreign policy legacy.
116	For instance, Kaiser Wilhelm II, who dismissed the chancellor in 1890, let the treaty with Russia lapse in favor of Germany's alliance with Austria, which finally led to a stronger coalition-building between Russia and France.
117	ColoniesA postage stamp from the Carolines Bismarck secured a number of German colonial possessions during the 1880s in Africa and the Pacific, but he never considered an overseas colonial empire valuable due to fierce resistance to German colonial rule from the natives.
118	Thus, Germany's colonies remained badly undeveloped.
119	However they excited the interest of the religious-minded, who supported an extensive network of missionaries.
120	Germans had dreamed of colonial imperialism since 1848.
121	Bismarck began the process, and by 1884 had acquired German New Guinea.
122	By the 1890s, German colonial expansion in Asia and the Pacific (Kiauchau in China, Tientsin in China, the Marianas, the Caroline Islands, Samoa) led to frictions with the UK, Russia, Japan, and the US.
123	The largest colonial enterprises were in Africa, where the Herero Wars in what is now Namibia in 1906–07 resulted in the Herero and Namaqua Genocide EconomyBy 1900, Germany became the largest economy in Europe and the second largest in the world behind the United States.
124	Previously, the United Kingdom held that spot.
125	Germany's main economic rivals were the United Kingdom and the United States.
126	Throughout its existence, it experienced economic growth and modernization led by heavy industry.
127	In 1871, it had a largely rural population of 41 million, while by 1913 this had increased to a predominantly urban population of 68 million.
128	Industrial powerFor 30 years, Germany struggled against Britain to be Europe's leading industrial power.
129	Representative of Germany's industry was the steel giant Krupp, whose first factory was built in Essen.
130	By 1902, the factory alone became \\"A great city with its own streets, its own police force, fire department and traffic laws.
131	There are 150 kilometres of rail, 60 different factory buildings, 8,500 machine tools, seven electrical stations, 140 kilometres of underground cable and 46 overhead.
132	\\"Under Bismarck, Germany was a world innovator in building the welfare state.
133	German workers enjoyed health, accident and maternity benefits, canteens, changing rooms and a national pension scheme.
134	RailwaysLacking a technological base at first, the Germans imported their engineering and hardware from Britain, but quickly learned the skills needed to operate and expand the railways.
135	In many cities, the new railway shops were the centres of technological awareness and training, so that by 1850, Germany was self-sufficient in meeting the demands of railroad construction, and the railways were a major impetus for the growth of the new steel industry.
136	However, German unification in 1870 stimulated consolidation, nationalisation into state-owned companies, and further rapid growth.
137	Unlike the situation in France, the goal was support of industrialisation, and so heavy lines crisscrossed the Ruhr and other industrial districts, and provided good connections to the major ports of Hamburg and Bremen.
138	By 1880, Germany had 9,400 locomotives pulling 43,000 passengers and 30,000 tons of freight, and forged ahead of France.
139	The total length of German railroad tracks expanded from 21,000 kilometers in 1871 to 63,000 kilometres by 1913, establishing the largest rail network in the world after the United States, and effectively surpassing the 32,000 kilometers of rail that connected Britain in the same year.
140	IndustryKrupp Works in Essen, 1890 Industrialisation progressed dynamically in Germany, and German manufacturers began to capture domestic markets from British imports, and also to compete with British industry abroad, particularly in the U.S.
141	The German textile and metal industries had by 1870 surpassed those of Britain in organisation and technical efficiency and superseded British manufacturers in the domestic market.
142	Germany became the dominant economic power on the continent and was the second largest exporting nation after Britain.
143	Technological progress during German industrialisation occurred in four waves: the railway wave (1877–1886), the dye wave (1887–1896), the chemical wave (1897–1902), and the wave of electrical engineering (1903–1918).
144	Since Germany industrialised later than Britain, it was able to model its factories after those of Britain, thus making more efficient use of its capital and avoiding legacy methods in its leap to the envelope of technology.
145	Germany invested more heavily than the British in research, especially in chemistry, motors and electricity.
146	Germany's dominance in physics and chemistry was such that one-third of all Nobel Prizes went to German inventors and researchers.
147	The German cartel system (known as Konzerne), being significantly concentrated, was able to make more efficient use of capital.
148	Germany was not weighted down with an expensive worldwide empire that needed defense.
149	Following Germany's annexation of Alsace-Lorraine in 1871, it absorbed parts of what had been France's industrial base.
150	By 1900, the German chemical industry dominated the world market for synthetic dyes.
151	The three major firms BASF, Bayer and Hoechst produced several hundred different dyes, along with the five smaller firms.
152	In 1913, these eight firms produced almost 90% of the world supply of dyestuffs and sold about 80% of their production abroad.
153	The three major firms had also integrated upstream into the production of essential raw materials and they began to expand into other areas of chemistry such as pharmaceuticals, photographic film, agricultural chemicals and electrochemicals.
154	Top-level decision-making was in the hands of professional salaried managers; leading Chandler to call the German dye companies \\"the world's first truly managerial industrial enterprises\\".
155	There were many spinoffs from research—such as the pharmaceutical industry, which emerged from chemical research.
156	By the start of World War I (1914–1918), German industry switched to war production.
157	The heaviest demands were on coal and steel for artillery and shell production, and on chemicals for the synthesis of materials that were subject to import restrictions and for chemical weapons and war supplies.
158	ConsolidationThe creation of the Empire under Prussian leadership was a victory for the concept of Kleindeutschland (Smaller Germany) over the Großdeutschland concept.
159	This meant that Austria-Hungary, a multi-ethnic Empire with a considerable German-speaking population, would remain outside of the German nation state.
160	Bismarck's policy was to pursue a solution diplomatically.
161	The effective alliance between Germany and Austria played a major role in Germany's decision to enter World War I in 1914.
162	Bismarck announced there would be no more territorial additions to Germany in Europe, and his diplomacy after 1871 was focused on stabilizing the European system and preventing any wars.
163	He succeeded, and only after his ouster in 1890 did the diplomatic tensions start rising again.
164	Social issuesAfter achieving formal unification in 1871, Bismarck devoted much of his attention to the cause of national unity.
165	He opposed conservative Catholic activism and emancipation, especially the powers of the Vatican under Pope Pius IX, and working class radicalism, represented by the emerging Social Democratic Party.
166	KulturkampfTensions between Germany and the Catholic Church hierarchy are depicted in a chess game between Bismarck and Pope Pius IX.
167	Between Berlin and Rome, Kladderadatsch, 1875.
168	Prussia in 1871 included 16,000,000 Protestants, both Reformed and Lutheran, and 8,000,000 Catholics.
169	Most people were generally segregated into their own religious worlds, living in rural districts or city neighbourhoods that were overwhelmingly of the same religion, and sending their children to separate public schools where their religion was taught.
170	There was little interaction or intermarriage.
171	On the whole, the Protestants had a higher social status, and the Catholics were more likely to be peasant farmers or unskilled or semiskilled industrial workers.
172	In 1870, the Catholics formed their own political party, the Centre Party, which generally supported unification and most of Bismarck's policies.
173	However, Bismarck distrusted parliamentary democracy in general and opposition parties in particular, especially when the Centre Party showed signs of gaining support among dissident elements such as the Polish Catholics in Silesia.
174	A powerful intellectual force of the time was anti-Catholicism, led by the liberal intellectuals who formed a vital part of Bismarck's coalition.
175	They saw the Catholic Church as a powerful force of reaction and anti-modernity, especially after the proclamation of papal infallibility in 1870, and the tightening control of the Vatican over the local bishops.
176	The Kulturkampf launched by Bismarck 1871–1880 affected Prussia; although there were similar movements in Baden and Hesse, the rest of Germany was not affected.
177	According to the new imperial constitution, the states were in charge of religious and educational affairs; they funded the Protestant and Catholic schools.
178	In July 1871 Bismarck abolished the Catholic section of the Prussian Ministry of ecclesiastical and educational affairs, depriving Catholics of their voice at the highest level.
179	The system of strict government supervision of schools was applied only in Catholic areas; the Protestant schools were left alone.
180	Much more serious were the May laws of 1873.
181	One made the appointment of any priest dependent on his attendance at a German university, as opposed to the seminaries that the Catholics typically used.
182	Furthermore, all candidates for the ministry had to pass an examination in German culture before a state board which weeded out intransigent Catholics.
183	Another provision gave the government a veto power over most church activities.
184	A second law abolished the jurisdiction of the Vatican over the Catholic Church in Prussia; its authority was transferred to a government body controlled by Protestants.
185	Nearly all German bishops, clergy, and laymen rejected the legality of the new laws, and were defiant in the face of heavier and heavier penalties and imprisonments imposed by Bismarck's government.
186	By 1876, all the Prussian bishops were imprisoned or in exile, and a third of the Catholic parishes were without a priest.
187	In the face of systematic defiance, the Bismarck government increased the penalties and its attacks, and were challenged in 1875 when a papal encyclical declared the whole ecclesiastical legislation of Prussia was invalid, and threatened to excommunicate any Catholic who obeyed.
188	There was no violence, but the Catholics mobilized their support, set up numerous civic organizations, raised money to pay fines, and rallied behind their church and the Centre Party.
189	The \\"Old Catholic Church\\", which rejected the First Vatican Council, attracted only a few thousand members.
190	Bismarck, a devout pietistic Protestant, realized his Kulturkampf was backfiring when secular and socialist elements used the opportunity to attack all religion.
191	In the long run, the most significant result was the mobilization of the Catholic voters, and their insistence on protecting their religious identity.
192	In the elections of 1874, the Centre party doubled its popular vote, and became the second-largest party in the national parliament—and remained a powerful force for the next 60 years, so that after Bismarck it became difficult to form a government without their support.
193	Social reformBismarck built on a tradition of welfare programs in Prussia and Saxony that began as early as in the 1840s.
194	In the 1880s he introduced old-age pensions, accident insurance, medical care and unemployment insurance that formed the basis of the modern European welfare state.
195	He came to realize that this sort of policy was very appealing, since it bound workers to the state, and also fit in very well with his authoritarian nature.
196	The social security systems installed by Bismarck (health care in 1883, accident insurance in 1884, invalidity and old-age insurance in 1889) at the time were the largest in the world and, to a degree, still exist in Germany today.
197	Bismarck's paternalistic programs won the support of German industry because its goals were to win the support of the working classes for the Empire and reduce the outflow of immigrants to America, where wages were higher but welfare did not exist.
198	Bismarck further won the support of both industry and skilled workers by his high tariff policies, which protected profits and wages from American competition, although they alienated the liberal intellectuals who wanted free trade.
199	GermanisationOne of the effects of the unification policies was the gradually increasing tendency to eliminate the use of non-German languages in public life, schools and academic settings with the intent of pressuring the non-German population to abandon their national identity in what was called \\"Germanisation\\".
200	These policies often had the reverse effect of stimulating resistance, usually in the form of home schooling and tighter unity in the minority groups, especially the Poles.
201	The Germanisation policies were targeted particularly against the significant Polish minority of the empire, gained by Prussia in the partitions of Poland.
202	Poles were treated as an ethnic minority even where they made up the majority, as in the Province of Posen, where a series of anti-Polish measures was enforced.
203	Numerous anti-Polish laws had no great effect especially in the province of Posen where the German-speaking population dropped from 42.8% in 1871 to 38.1% in 1905, despite all efforts.
204	AntisemitismAntisemitism was endemic in Germany during the period.
205	Before Napoleon's decrees ended the ghettos in Germany, it had been religiously motivated, but by the 19th century, it was a factor in German nationalism.
206	The last legal barriers on Jews in Prussia were lifted by the 1860s, and within 20 years, they were over-represented in the white-collar professions and much of academia.
207	In the popular mind Jews became a symbol of capitalism and wealth.
208	On the other hand, the constitution and legal system protected the rights of Jews as German citizens.
209	Antisemitic parties were formed but soon collapsed.
210	LawBismarck's efforts also initiated the levelling of the enormous differences between the German states, which had been independent in their evolution for centuries, especially with legislation.
211	The completely different legal histories and judicial systems posed enormous complications, especially for national trade.
212	While a common trade code had already been introduced by the Confederation in 1861 (which was adapted for the Empire and, with great modifications, is still in effect today), there was little similarity in laws otherwise.
213	In 1871, a common Criminal Code (Reichsstrafgesetzbuch) was introduced; in 1877, common court procedures were established in the court system (Gerichtsverfassungsgesetz), civil procedures (Zivilprozessordnung) and criminal procedures (Strafprozessordnung).
214	In 1873 the constitution was amended to allow the Empire to replace the various and greatly differing Civil Codes of the states (If they existed at all; for example, parts of Germany formerly occupied by Napoleon's France had adopted the French Civil Code, while in Prussia the Allgemeines Preußisches Landrecht of 1794 was still in effect).
215	In 1881, a first commission was established to produce a common Civil Code for all of the Empire, an enormous effort that would produce the Bürgerliches Gesetzbuch (BGB), possibly one of the most impressive legal works in the world; it was eventually put into effect on 1 January 1900.
216	All of these codifications are, albeit with many amendments, still in effect today.
217	Year of three emperorsFrederick III, emperor for only 99 days (9 March15 June 1888).
218	On 9 March 1888, Wilhelm I died shortly before his 91st birthday, leaving his son Frederick III as the new emperor.
219	Frederick was a liberal and an admirer of the British constitution, while his links to Britain strengthened further with his marriage to Princess Victoria, eldest child of Queen Victoria.
220	With his ascent to the throne, many hoped that Frederick's reign would lead to a liberalisation of the Reich and an increase of parliament's influence on the political process.
221	The dismissal of Robert von Puttkamer, the highly-conservative Prussian interior minister, on 8 June was a sign of the expected direction and a blow to Bismarck's administration.
222	By the time of his accession, however, Frederick had developed incurable laryngeal cancer, which had been diagnosed in 1887.
223	He died on the 99th day of his rule, on 15 June 1888.
224	His son Wilhelm II became emperor.
225	Wilhelmine eraBismarck's resignationWilhelm II, German Emperor.
226	Oil painting by Max Koner, 1890.
227	Wilhelm II wanted to reassert his ruling prerogatives at a time when other monarchs in Europe were being transformed into constitutional figureheads.
228	This decision led the ambitious Kaiser into conflict with Bismarck.
229	The old chancellor had hoped to guide Wilhelm as he had guided his grandfather, but the emperor wanted to be the master in his own house and had many sycophants telling him that Frederick the Great would not have been great with a Bismarck at his side.
230	A key difference between Wilhelm II and Bismarck was their approaches to handling political crises, especially in 1889, when German coal miners went on strike in Upper Silesia.
231	Bismarck demanded that the German Army be sent in to crush the strike, but Wilhelm II rejected this authoritarian measure, responding \\"I do not wish to stain my reign with the blood of my subjects.\\"
232	Instead of condoning repression, Wilhelm had the government negotiate with a delegation from the coal miners, which brought the strike to an end without violence.
233	The fractious relationship ended in March 1890, after Wilhelm II and Bismarck quarrelled, and the chancellor resigned days later.
234	Bismarck's last few years had seen power slip from his hands as he grew older, more irritable, more authoritarian, and less focused.
235	With Bismarck's departure, Wilhelm II became the dominant ruler of Germany.
236	Unlike his grandfather, Wilhelm I, who had been largely content to leave government affairs to the chancellor, Wilhelm II wanted to be fully informed and actively involved in running Germany, not an ornamental figurehead, although most Germans found his claims of divine right to rule amusing.
237	Wilhelm allowed politician Walther Rathenau to tutor him in European economics and industrial and financial realities in Europe.
238	As Hull (2004) notes, Bismarckian foreign policy \\"was too sedate for the reckless Kaiser\\".
239	Wilhelm became internationally notorious for his aggressive stance on foreign policy and his strategic blunders (such as the Tangier Crisis), which pushed the German Empire into growing political isolation and eventually helped to cause World War I.Domestic affairsThe Reichstag in the 1890s\\\\early 1900s.
240	Under Wilhelm II, Germany no longer had long-ruling strong chancellors like Bismarck.
241	The new chancellors had difficulty in performing their roles, especially the additional role as Prime Minister of Prussia assigned to them in the German Constitution.
242	The reforms of Chancellor Leo von Caprivi, which liberalized trade and so reduced unemployment, were supported by the Kaiser and most Germans except for Prussian landowners, who feared loss of land and power and launched several campaigns against the reforms.
243	While Prussian aristocrats challenged the demands of a united German state, in the 1890s several organizations were set up to challenge the authoritarian conservative Prussian militarism which was being imposed on the country.
244	Educators opposed to the German state-run schools, which emphasized military education, set up their own independent liberal schools, which encouraged individuality and freedom.
245	However nearly all the schools in Imperial Germany had a very high standard and kept abreast with modern developments in knowledge.
246	Artists began experimental art in opposition to Kaiser Wilhelm's support for traditional art, to which Wilhelm responded \\"art which transgresses the laws and limits laid down by me can no longer be called art\\".
247	It was largely thanks to Wilhelm's influence that most printed material in Germany used blackletter instead of the Roman type used in the rest of Western Europe.
248	At the same time, a new generation of cultural creators emerged.
249	Berlin in the late 19th century From the 1890s onwards, the most effective opposition to the monarchy came from the newly formed Social Democratic Party of Germany (SPD), whose radicals advocated Marxism.
250	The threat of the SPD to the German monarchy and industrialists caused the state both to crack down on the party's supporters and to implement its own programme of social reform to soothe discontent.
251	Germany's large industries provided significant social welfare programmes and good care to their employees, as long as they were not identified as socialists or trade-union members.
252	The larger industrial firms provided pensions, sickness benefits and even housing to their employees.
253	Having learned from the failure of Bismarck's Kulturkampf, Wilhelm II maintained good relations with the Roman Catholic Church and concentrated on opposing socialism.
254	This policy failed when the Social Democrats won a third of the votes in the 1912 elections to the Reichstag, and became the largest political party in Germany.
255	The government remained in the hands of a succession of conservative coalitions supported by right-wing liberals or Catholic clerics and heavily dependent on the Kaiser's favour.
256	The rising militarism under Wilhelm II caused many Germans to emigrate to the U.S. and the British colonies to escape mandatory military service.
