[[Family medicine|family 	Family_medicine	misc
physician]] 	Family_medicine	misc
who 		
has 		
moved 		
from 		
[[San 	San_Francisco	location
Francisco]] 	San_Francisco	location
to 		
take 		
over 		
the 		
practice 	Doctor's_office	misc
of 		
the 		
retiring 		
town 	Town	misc
doctor 	Physician	misc
. 		
Ross 		
and 		
his 		
son 	Son	misc
both 		
suffer 		
from 		
[[arachnophobia]] 	arachnophobia	misc
. 		
He 		
is 		
short 		
of 		
patients 	Patient	misc
after 		
Sam 		
Metcalf 		
, 		
the 		
elderly 		
town 		
doctor 	Physician	misc
, 		
hesitates 		
about 		
retiring 		
. 		
The 		
Venezuelan 	Venezuela	location
spider 	Spider	misc
mates 		
with 		
a 		
[[Tegenaria domestica|house 	Tegenaria_domestica	misc
spider]] 	Tegenaria_domestica	misc
in 		
the 		
Jennings		
's 		
barn 	Barn	misc
. 		
The 		
domestic 	Tegenaria_domestica	misc
spider 	Tegenaria_domestica	misc
produces 		
hundreds 		
of 		
infertile 	Infertility	misc
, 		
drone 		
offspring 	Offspring	misc
with 		
their 		
father	Father	misc
's 	Father	misc
lethal 		
bite 	Biting	misc
, 		
and 		
they 		
leave 		
the 		
nest 	Nest	misc
after 		
[[Matriphagy|consuming 	Matriphagy	misc
her]] 	Matriphagy	misc
. 		
Ross		
's 		
first 		
patient 	Patient	misc
, 		
Margaret 		
Hollins 		
, 		
dies 		
after 		
being 		
bitten 		
by 		
one 		
of 		
the 		
new 		
spiders 	Spider	misc
, 		
and 		
he 		
doubts 		
Metcalf		
's 		
diagnosis 	Medical_diagnosis	misc
of 		
a 		
heart 	Myocardial_infarction	misc
attack 	Myocardial_infarction	misc
. 		
Another 		
arachnid 	Arachnid	misc
kills 		
high 	Secondary_school	misc
school 	Secondary_school	misc
football 	Football_player	misc
player 	Football_player	misc
Todd 		
Miller 		
just 		
after 		
Ross 		
conducted 		
a 		
routine 		
team 		
checkup 	Physical_examination	misc
, 		
earning 		
him 		
the 		
nickname 	Nickname	misc
of 		
" 		
Dr. 		
[[Death (personification)|Death]] 	Death_(personification)	misc
" 		
. 		
The 		
next 		
victim 		
is 		
Metcalf 		
himself 		
, 		
who 		
is 		
bitten 		
and 		
dies 		
in 		
front 		
of 		
his 		
wife 	Wife	misc
. 		
With 		
Metcalf 		
dead 		
, 		
Ross 		
becomes 		
Canaima		
's 		
town 	Town	misc
doctor 	Physician	misc
. 		
Knowing 		
that 		
Metcalf 		
was 		
bitten 		
by 		
a 		
spider 	Spider	misc
and 		
a 		
minute 		
amount 		
of 		
an 		
unknown 		
toxin 	Toxin	misc
was 		
detected 		
in 		
his 		
body 	Human_body	misc
, 		
he 		
suspects 		
that 		
the 		
town 	Town	misc
may 		
be 		
infested 		
by 		
deadly 		
arachnids 	Arachnid	misc
. 		
Ross 		
calls 		
Atherton 		
and 		
asks 		
him 		
to 		
help 		
his 		
investigation 	Forensic_science	misc
. 		
The 		
skeptical 		
entomologist 	Entomology	misc
sends 		
Chris 		
Collins 		
, 		
his 		
assistant 	Research_assistant	misc
. 		
Ross 		
and 		
county 	County	misc
[[coroner]] 	coroner	misc
Milt 		
Briggs 		
order 		
that 		
Hollins 		
and 		
Miller 		
be 		
exhumed 		
. 		
They 		
perform 		
autopsies 	Autopsy	misc
, 		
and 		
Chris 		
confirms 		
Ross		
's 		
suspicion 	Suspicion_(emotion)	misc
after 		
he 		
identifies 		
bite 	Biting	misc
marks 	Biting	misc
. 		
Ross 		
and 		
Chris 		
catch 		
one 		
of 		
the 		
spiders 	Spider	misc
in 		
Metcalf		
's 		
house 	House	misc
the 		
following 	Tomorrow_(time)	misc
day 	Tomorrow_(time)	misc
. 		
When 		
Chris 		
mentions 		
the 		
new 		
species 	Species	misc
discovered 		
by 		
Atherton 		
, 		
Ross 		
realizes 		
that 		
the 		
town	town	misc
's 	town	misc
killer 		
spiders 	Spider	misc
and 		
Atherton		
's 		
discovery 	Discovery_(observation)	misc
are 		
related 		
. 		
Atherton 		
joins 		
Ross 		
, 		
Chris 		
, 		
Milt 		
, 		
Sheriff 	Sheriff	misc
Lloyd 		
Parsons 		
, 		
and 		
[[Pest control|exterminator]] 	Pest_control	misc
Delbert 		
McClintock 		
in 		
Canaima 		
, 		
and 		
they 		
discover 		
the 		
spiders 	Spider	misc
have 		
a 		
short 		
lifespan 	Life_expectancy	misc
due 		
to 		
their 		
crossbreeding 	Crossbreed	misc
. 		
Atherton 		
tells 		
them 		
that 		
the 		
spiders 	Spider	misc
are 		
soldiers 	Soldier	misc
sent 		
to 		
eliminate 		
potential 		
threats 	Threat	misc
for 		
the 		
male 		
spider 	Spider	misc
leading 		
the 		
colony 	Colony	misc
, 		
which 		
he 		
calls 		
" 		
the 		
general 		
" 		
. 		
He 		
learns 		
that 		
the 		
general 		
produced 		
a 		
queen 		
and 		
[[inbreeding|inbred]] 	inbreeding	misc
with 		
her 		
to 		
produce 		
a 		
second 		
nest 	Nest	misc
( 		
guarded 		
by 		
the 		
queen 		
) 		
which 		
could 		
produce 		
fertile 		
offspring 	Offspring	misc
, 		
culminating 		
in 		
the 		
species	Species	misc
' 		
next 		
stage 		
of 		
[[evolution]] 	evolution	misc
and 		
[[Ant colony|worldwide 	Ant_colony	misc
dispersal]] 	Ant_colony	misc
. 		
Ross 		
, 		
Chris 		
, 		
and 		
Delbert 		
discover 		
that 		
one 		
nest 	Nest	misc
is 		
in 		
Ross		
's 		
barn 	Barn	misc
. 		
When 		
he 		
destroys 		
the 		
nest 	Nest	misc
, 		
Delbert 		
finds 		
Atherton 		
dead 		
-- 		
attempting 		
to 		
catch 		
the 		
general 		
, 		
he 		
touches 		
a 		
strand 		
of 		
its 		
web 	Spider_web	misc
and 		
is 		
bitten 		
by 		
the 		
male 		
spider 	Spider	misc
which 		
then 		
escaped 		
. 		
Chris 		
gets 		
the 		
Jennings 		
family 	Family	misc
out 		
of 		
their 		
infested 		
house 	House	misc
, 		
but 		
Ross 		
falls 		
through 		
the 		
floor 	Floor	misc
into 		
his 		
wine 	Wine_cellar	misc
cellar 	Wine_cellar	misc
: 		
the 		
spiders	Spider	misc
' 		
second 		
nest 	Nest	misc
, 		
guarded 		
by 		
both 		
the 		
queen 		
and 		
the 		
general 		
. 		
After 		
he 		
electrocutes 		
the 		
queen 		
, 		
Ross 		
battles 		
the 		
general 		
while 		
he 		
tries 		
to 		
burn 		
the 		
second 		
[[Spider|egg 	Spider	misc
sac]] 	Spider	misc
( 		
overcoming 		
his 		
fear 	arachnophobia	misc
of 	arachnophobia	misc
spiders 	arachnophobia	misc
by 		
focusing 		
on 		
his 		
need 		
to 		
stop 		
them 		
) 		
. 		
Trapped 		
by 		
fallen 		
debris 	Debris	misc
as 		
the 		
general 		
prepares 		
to 		
bite 		
him 		
, 		
Ross 		
stays 		
perfectly 		
still 		
until 		
the 		
general 		
is 		
in 		
position 		
, 		
then 		
flings 		
the 		
spider 	Spider	misc
into 		
the 		
fire 	Fire	misc
. 		
Despite 		
being 		
badly 		
burnt 		
, 		
the 		
general 		
leaps 		
out 		
from 		
the 		
fire 		
just 		
as 		
the 		
egg 	Spider	misc
sac 	Spider	misc
hatches 		
. 		
Ross 		
shoots 		
it 		
with 		
a 		
[[nail 	nail_gun	misc
gun]] 	nail_gun	misc
, 		
sending 		
the 		
flaming 		
spider 	Spider	misc
into 		
the 		
egg 	Spider	misc
sac 	Spider	misc
and 		
destroying 		
the 		
nest 	Nest	misc
. 		
Delbert 		
rescues 		
Ross 		
: 		
with 		
the 		
general 		
, 		
the 		
queen 		
and 		
the 		
nests 	Nest	misc
destroyed 		
and 		
the 		
soldiers 	Soldier	misc
dying 		
, 		
the 		
spiders	Spider	misc
' 		
threat 	Threat	misc
is 		
over 		
. 		
Deciding 		
that 		
they 		
missed 		
their 		
old 		
life 	Personal_life	misc
, 		
the 		
Jennings 		
family 	Family	misc
returns 		
to 		
San 	San_Francisco	location
Francisco 	San_Francisco	location
. 		
Cast 	Cast_member	misc
Production 	Filmmaking	misc
[[Steven 	Steven_Spielberg	person
Spielberg]] 	Steven_Spielberg	person
was 		
involved 		
with 		
Arachnophobia 	Arachnophobia_(film)	misc
, 		
with 		
Frank 	Frank_Marshall_(filmmaker)	person
Marshall 	Frank_Marshall_(filmmaker)	person
( 		
one 		
of 		
his 		
earlier 		
producers 	Filmmaking	misc
) 		
directing 		
for 		
the 		
first 		
time 		
. 		
Spielberg 	Steven_Spielberg	person
and 		
Marshall 	Frank_Marshall_(filmmaker)	person
were 		
the 	Arachnophobia_(film)	misc
film	Arachnophobia_(film)	misc
's 	Arachnophobia_(film)	misc
executive 	Executive_producer	misc
producers 	Executive_producer	misc
, 		
and 		
[[Amblin 	Amblin_Entertainment	organization
Entertainment]] 	Amblin_Entertainment	organization
received 		
a 		
production 	Filmmaking	misc
credit 		
. 		
Marshall 	Frank_Marshall_(filmmaker)	person
intended 		
that 		
the 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
would 		
be 		
reminiscent 		
of 		
[[Alfred 	Alfred_Hitchcock	person
Hitchcock]]	Alfred_Hitchcock	person
's 		
[[The Birds (film)|The 	The_Birds_(film)	misc
Birds]] 	The_Birds_(film)	misc
: 		
" 		
People 		
like 		
to 		
be 		
scared 		
but 		
laughing 		
, 		
like 		
a 		
[[roller 	roller_coaster	misc
coaster]] 	roller_coaster	misc
. 		
No 		
one 		
wants 		
to 		
be 		
terrified 		
" 		
. 		
Arachnophobia 	Arachnophobia_(film)	misc
also 		
bears 		
similarities 		
to 		
the 		
1977 	1977	misc
film 	Film	misc
, 		
[[Kingdom 	Kingdom_of_the_Spiders	misc
of 	Kingdom_of_the_Spiders	misc
the 	Kingdom_of_the_Spiders	misc
Spiders]] 	Kingdom_of_the_Spiders	misc
. 		
[[Jamie 	Jamie_Hyneman	person
Hyneman]] 	Jamie_Hyneman	person
of 		
[[MythBusters]] 	MythBusters	misc
said 		
in 		
[[Popular 	Popular_Mechanics	misc
Mechanics]] 	Popular_Mechanics	misc
that 		
Arachnophobia 	Arachnophobia_(film)	misc
was 		
one 		
of 		
the 		
first 		
films 	Film	misc
on 		
which 		
he 		
worked 		
, 		
and 		
he 		
often 		
relied 		
on 		
simple 		
magnets 	Magnet	misc
for 		
effects 	Special_effect	misc
. 		
The 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
used 		
over 		
300 		
[[Delena cancerides|Avondale 	Delena_cancerides	misc
spider]]s 	Delena_cancerides	misc
from 		
[[New 	New_Zealand	location
Zealand]] 	New_Zealand	location
, 		
chosen 		
for 		
their 		
large 		
size 		
, 		
unusually		
-		
social 		
lifestyle 	Lifestyle_(sociology)	misc
, 		
and 		
harmlessness 	Harm	misc
to 		
humans 	Human	misc
; 		
they 		
were 		
guided 		
around 		
the 		
set 		
by 		
heat 	Heat	misc
and 		
cold 	Cold	misc
. 		
The 		
large 		
general 		
and 		
queen 		
spiders 	Spider	misc
were 		
articulated 		
models 	Model	misc
. 		
Arachnophobia 	Arachnophobia_(film)	misc
was 		
primarily 		
filmed 		
in 		
[[Cambria 	Cambria,_California	location
,	Cambria,_California	location
California]] 	Cambria,_California	location
; 		
the 		
introductory 		
and 		
jungle 	Jungle	misc
scenes 	Scene_(filmmaking)	misc
were 		
filmed 		
in 		
southern 		
Venezuela 	Venezuela	misc
. 		
The 		
school 	School	misc
scenes 	Scene_(filmmaking)	misc
were 		
filmed 		
at 		
Coast 		
Union 		
High 		
School 		
, 		
with 		
students 	Student	misc
and 		
staff 	Employment	misc
used 		
in 		
the 		
football 	Football	misc
scenes 	Scene_(filmmaking)	misc
and 		
group 	Sporting_event	misc
events 	Sporting_event	misc
; 		
players 	Football_player	misc
in 		
the 		
locker 	Changing_room	misc
room 	Changing_room	misc
were 		
CUHS 		
student 	Student_athlete	misc
athletes 	Student_athlete	misc
. 		
For 		
the 		
[[sound 	sound_effect	misc
effect]] 	sound_effect	misc
of 		
spiders 	Spider	misc
being 		
crushed 		
, 		
[[Foley 	Foley_artists	misc
artists]] 	Foley_artists	misc
stepped 		
on 		
[[Mustard (condiment)|mustard]] 	Mustard_(condiment)	misc
packages 		
or 		
[[potato 	potato_chip	misc
chip]]s 	potato_chip	misc
. 		
Release 	Art_release	misc
and 		
reception 	Reception_theory	misc
Arachnophobia 	Arachnophobia_(film)	misc
was 		
the 		
first 		
film 	Film	misc
released 		
by 		
[[Hollywood 	Hollywood_Pictures	organization
Pictures]] 	Hollywood_Pictures	organization
. 		
Advertisers 	Advertising	misc
were 		
uncertain 		
if 		
they 		
should 		
market 		
it 		
as 		
a 		
thriller 	Thriller_(genre)	misc
or 		
a 		
comedy 	Comedy	misc
, 		
and 		
television 	Television_advertisement	misc
commercials 	Television_advertisement	misc
for 		
the 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
called 		
it 		
a 		
" 		
thrill		
-		
omedy 		
" 		
. 		
Box 	Box_office	misc
office 	Box_office	misc
Arachnophobia 	Arachnophobia_(film)	misc
debuted 		
at 		
number 		
three 		
( 		
behind 		
[[Ghost (1990 film)|Ghost]] 	Ghost_(1990_film)	misc
and 		
[[Die 	Die_Hard_2	misc
Hard 	Die_Hard_2	misc
2]] 	Die_Hard_2	misc
) 		
, 		
earning 		
$ 		
8 		
million 		
over 		
its 	Arachnophobia_(film)	misc
first 		
weekend 	Workweek_and_weekend	misc
. 		
The 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
was 		
a 		
financial 		
success 	Success	misc
, 		
grossing 		
$ 		
53,208,180 		
domestically 		
and 		
an 		
additional 		
$ 		
30 		
million 		
in 		
video 	Video_rental_shop	misc
rentals 	Video_rental_shop	misc
. 		
Critical 	Film_criticism	misc
response 	Film_criticism	misc
In 		
[[Leonard 	Leonard_Maltin's_Movie_Guide	misc
Maltin	Leonard_Maltin's_Movie_Guide	misc
's 	Leonard_Maltin's_Movie_Guide	misc
Movie 	Leonard_Maltin's_Movie_Guide	misc
Guide]] 	Leonard_Maltin's_Movie_Guide	misc
, 		
film 	Film_criticism	misc
critic 	Film_criticism	misc
[[Leonard 	Leonard_Maltin	person
Maltin]] 	Leonard_Maltin	person
calls 		
Arachnophobia 	Arachnophobia_(film)	misc
a 		
" 		
slick 		
comic 		
thriller 	Thriller_(genre)	misc
" 		
, 		
praising 		
the 		
acting 	Acting	misc
with 		
a 		
caveat 		
: 		
" 		
Not 		
recommended 		
for 		
anyone 		
who		
's 		
ever 		
covered 		
their 		
eyes 	Eye	misc
during 		
a 		
movie 	Film	misc
" 		
. 		
Writing 		
for 		
[[Newsweek]] 	Newsweek	misc
, 		
David 		
Ansen 		
compared 		
the 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
to 		
[[B 	B_movie	misc
movie]]s 	B_movie	misc
" 		
about 		
the 		
small 		
town 	town	misc
threatened 		
by 		
[[extraterrestrials in fiction|alien 	extraterrestrials_in_fiction	misc
invaders]] 	extraterrestrials_in_fiction	misc
" 		
, 		
calling 		
it 		
well		
-		
made 		
but 		
" 		
oddly 		
unresonant 		
" 		
. 		
[[Roger 	Roger_Ebert	person
Ebert]] 	Roger_Ebert	person
of 		
the 		
[[Chicago 	Chicago_Sun-Times	organization
Sun	Chicago_Sun-Times	organization
-	Chicago_Sun-Times	organization
Times]] 	Chicago_Sun-Times	organization
said 		
that 		
the 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
made 		
audiences 	Audience	misc
" 		
squirm 		
out 		
of 		
enjoyment 	Happiness	misc
, 		
not 		
terror 	Horror_and_terror	misc
" 		
, 		
and 		
gave 		
it 		
three 		
out 		
of 		
four 		
stars 	Star_(classification)	misc
. 		
Arachnophobia 	Arachnophobia_(film)	misc
has 		
a 		
93 		
% 		
rating 	Evaluation	misc
based 		
on 		
42 		
reviews 	Review	misc
at 		
[[Rotten 	Rotten_Tomatoes	organization
Tomatoes]] 	Rotten_Tomatoes	organization
, 		
with 		
an 		
average 	Average	misc
rating 	Evaluation	misc
of 		
7 		
out 		
of 		
10 		
. 		
According 		
to 		
the 		
website	Website	misc
's 	Website	misc
critical 		
consensus 	Consensus_decision-making	misc
, 		
" 		
Arachnophobia 	Arachnophobia_(film)	misc
may 		
not 		
deliver 		
genuine 		
chills 	Chills	misc
, 		
but 		
it		
's 		
an 		
affectionate 		
, 		
solidly 		
built 		
tribute 		
to 		
Hollywood	Cinema_of_the_United_States	misc
's 	Cinema_of_the_United_States	misc
classic 		
creature 	Monster_movie	misc
features 	Monster_movie	misc
" 		
. 		
Some 		
people 		
interested 		
in 		
spiders 	Spider	misc
protested 		
against 		
the 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
, 		
believing 		
that 		
it 		
tarnished 		
the 		
public	Public	misc
's 	Public	misc
view 		
of 		
spiders 	Spider	misc
. 		
Home 		
media 		
Arachnophobia 	Arachnophobia_(film)	misc
was 		
released 		
on 		
[[VHS]] 	VHS	misc
and 		
[[LaserDisc]] 	LaserDisc	misc
in 		
1991 	1991	misc
, 		
on 		
[[DVD]] 	DVD	misc
in 		
1999 	1999	misc
, 		
and 		
on 		
[[Blu	Blu-ray	misc
-	Blu-ray	misc
ray]] 	Blu-ray	misc
on 		
September 	September	misc
25 		
, 		
2012 	2012	misc
. 		
Merchandising 	Merchandising	misc
The 		
[[Arachnophobia (video game)|video	Arachnophobia_(video_game)	misc
-	Arachnophobia_(video_game)	misc
game 	Arachnophobia_(video_game)	misc
version]] 	Arachnophobia_(video_game)	misc
of 		
[[Arachnophobia]] 	Arachnophobia	misc
was 		
released 		
in 		
May 	May	misc
1991 	1991	misc
for 		
[[Amiga]] 	Amiga	misc
, 		
[[Amstrad 	Amstrad_CPC	misc
CPC]] 	Amstrad_CPC	misc
, 		
[[Commodore 	Commodore_64	misc
64]] 	Commodore_64	misc
and 		
[[DOS]] 	DOS	misc
. 		
Nicholas 		
Edwards 		
wrote 		
a 		
novelization 	Novelization	misc
of 		
the 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
. 		
Hollywood 		
Comics 		
( 		
an 		
imprint 		
of 		
[[Disney Comics (publishing)|Disney 	Disney_Comics_(publishing)	organization
Comics]] 	Disney_Comics_(publishing)	organization
) 		
released 		
a 		
comic	Comic_book	misc
-	Comic_book	misc
book 	Comic_book	misc
adaptation 	Adaptation_(arts)	misc
of 		
the 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
, 		
written 		
by 		
[[William 	William_Rotsler	person
Rotsler]] 	William_Rotsler	person
with 		
art 		
by 		
[[Dan 	Dan_Spiegle	person
Spiegle]] 	Dan_Spiegle	person
. 		
The 		
characters 		
in 		
the 		
comic 	Comics	misc
adaptation 	Adaptation_(arts)	misc
bear 		
little 		
resemblance 		
to 		
those 		
in 		
the 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
. 		
An 		
Arachnophobia 	Arachnophobia_(film)	misc
[[soundtrack 	soundtrack_album	misc
album]] 	soundtrack_album	
was 		
released 		
on 		
July 	July	misc
18 		
, 		
1990 	1990	misc
. 		
It 		
included 		
[[Trevor Jones (composer)|Trevor 	Trevor_Jones_(composer)	person
Jones]]	Trevor_Jones_(composer)	person
's 		
instrumental 	Instrumental	misc
music 	Instrumental	misc
from 		
the 	Arachnophobia_(film)	misc
film 	Arachnophobia_(film)	misc
, 		
dialogue 	Dialogue	misc
excerpts 		
, 		
and 		
songs 	Song	misc
such 		
as 		
" 		
Blue 		
Eyes 		
Are 		
Sensitive 		
to 		
the 		
Light 		
" 		
by 		
[[Sara 	Sara_Hickman	person
Hickman]] 	Sara_Hickman	person
, 		
" 		
[[Caught 	Caught_in_Your_Web_(Swear_to_Your_Heart)	misc
in 	Caught_in_Your_Web_(Swear_to_Your_Heart)	misc
Your 	Caught_in_Your_Web_(Swear_to_Your_Heart)	misc
Web 	Caught_in_Your_Web_(Swear_to_Your_Heart)	misc
(	Caught_in_Your_Web_(Swear_to_Your_Heart)	misc
Swear 	Caught_in_Your_Web_(Swear_to_Your_Heart)	misc
to 	Caught_in_Your_Web_(Swear_to_Your_Heart)	misc
Your 	Caught_in_Your_Web_(Swear_to_Your_Heart)	misc
Heart	Caught_in_Your_Web_(Swear_to_Your_Heart)	misc
)]] 	Caught_in_Your_Web_(Swear_to_Your_Heart)	misc
" 		
by 		
[[Russell 	Russell_Hitchcock	person
Hitchcock]] 	Russell_Hitchcock	person
, 		
and 		
" 		
[[I 	I_Left_My_Heart_in_San_Francisco	misc
Left 	I_Left_My_Heart_in_San_Francisco	misc
My 	I_Left_My_Heart_in_San_Francisco	misc
Heart 	I_Left_My_Heart_in_San_Francisco	misc
in 	I_Left_My_Heart_in_San_Francisco	misc
San 	I_Left_My_Heart_in_San_Francisco	misc
Francisco]] 	I_Left_My_Heart_in_San_Francisco	misc
" 		
by 		
[[Tony 	Tony_Bennett	person
Bennett]] 	Tony_Bennett	person
. 		
	Coraline	
2002 	2002	misc
children 	Children's_Literature	misc
novella 	novella	misc
by 		
Neil 	Neil_Gaiman	person
Gaiman 	Neil_Gaiman	person
Coraline 	Coraline	misc
( 		
) 		
is 		
a 		
[[dark 	dark_fantasy	misc
fantasy]] 	dark_fantasy	misc
[[Children's Literature|children	Children's_Literature	misc
's]] 	Children's_Literature	misc
[[novella]] 	novella	misc
by 		
British 	United_Kingdom	location
author 		
[[Neil 	Neil_Gaiman	person
Gaiman]] 	Neil_Gaiman	person
, 		
published 		
in 		
2002 	2002	misc
by 		
[[Bloomsbury Publishing|Bloomsbury]] 	Bloomsbury_Publishing	organization
and 		
[[Harper 	Harper_Collins	organization
Collins]] 	Harper_Collins	organization
. 		
It 	Coraline	misc
was 		
awarded 		
the 		
2003 	2003	misc
[[Hugo 	Hugo_Award_for_Best_Novella	misc
Award 	Hugo_Award_for_Best_Novella	misc
for 	Hugo_Award_for_Best_Novella	misc
Best 	Hugo_Award_for_Best_Novella	misc
Novella]] 	Hugo_Award_for_Best_Novella	misc
, 		
the 		
2003 	2003	
[[Nebula 	Nebula_Award_for_Best_Novella	misc
Award 	Nebula_Award_for_Best_Novella	misc
for 	Nebula_Award_for_Best_Novella	misc
Best 	Nebula_Award_for_Best_Novella	misc
Novella]] 	Nebula_Award_for_Best_Novella	misc
, 		
and 		
the 		
2002 	2002	
[[Bram 	Bram_Stoker_Award_for_Best_Work_for_Young_Readers	misc
Stoker 	Bram_Stoker_Award_for_Best_Work_for_Young_Readers	misc
Award 	Bram_Stoker_Award_for_Best_Work_for_Young_Readers	misc
for 	Bram_Stoker_Award_for_Best_Work_for_Young_Readers	misc
Best 	Bram_Stoker_Award_for_Best_Work_for_Young_Readers	misc
Work 	Bram_Stoker_Award_for_Best_Work_for_Young_Readers	misc
for 	Bram_Stoker_Award_for_Best_Work_for_Young_Readers	misc
Young 	Bram_Stoker_Award_for_Best_Work_for_Young_Readers	misc
Readers]] 	Bram_Stoker_Award_for_Best_Work_for_Young_Readers	misc
. 		
[[The 	The_Guardian	organization
Guardian]] 	The_Guardian	organization
ranked 		
Coraline 	Coraline	misc
#		
82 		
in 		
its 		
list 		
of 		
100 		
Best 		
Books 	Book	misc
of 		
the 		
21st 	21st_century	misc
Century 	21st_century	misc
. 		
Gaiman 	Neil_Gaiman	person
started 		
writing 		
Coraline 	Coraline	misc
in 		
1990 	1990	misc
. 		
The 		
titular 	Protagonist	misc
character	Protagonist	misc
's 	Protagonist	misc
name 	Given_name	misc
came 		
from 		
a 		
typo 	Typographical_error	misc
in 		
